,year,congress,party,district,statenam,name,ngirls,nboys,totchi,anygirls,propgirls,rgroup,statabb,statalph,region,repub,srvlng,female,white,bday,age,demvote,medinc,perf,perw,perhs,percol,perur,alabort,moreserv,moredef,morecrimesp,protgay,dr1per,dr2per,dr3per,dr4per,dr5per,aauw,rtl,nowtot,now1,now2,now3,now4,now5,now6,now7,now8,now9,now10,now11,now12,now13,now14,now15,now16,now17,now18,now19,now20
1515,2003-2004,108,1,1,RHODE I,"KENNEDY, PATRICK J.",0,0,0,0,0,2,RI,40,1,0,9,0,1,7/14/1967,35,0.670940161,23418,0.534301996,0.856194973,0.762860656,0.260383695,0.955330968,NA,NA,NA,NA,NA,0.239999995,0.50999999,0.02,0.039999999,0.189999998,100,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1516,2003-2004,108,1,5,MICHIGA,"KILDEE, DALE E.",1,2,3,1,0.333333343,2,MI,23,3,0,27,0,1,9/16/1929,73,0.621428549,22643,0.530719995,0.765779138,0.820081115,0.150701731,0.79350394,0.388261855,0.336182326,0.233830839,0.648351669,0.615686297,0.529999971,0.230000004,0.01,0.059999999,0.189999998,62,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1517,2003-2004,108,1,13,MICHIGA,"KILPATRICK, CAROLYN C.",1,1,2,1,0.5,1,MI,23,3,0,7,1,0,6/25/1945,57,0.811301708,21393,0.531737328,0.317337126,0.694147289,0.140657842,1,0.388261855,0.336182326,0.233830839,0.648351669,0.615686297,0.529999971,0.230000004,0.01,0.059999999,0.189999998,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1518,2003-2004,108,1,3,WISCONS,"KIND, RONALD JAMES",0,1,1,0,0,1,WI,50,3,0,7,0,1,3/16/1963,39,0.518000007,20449,0.5085603,0.966132879,0.855311096,0.19533731,0.431058377,0.379061371,0.275423735,0.159695819,0.475177318,0.709219873,0.5,0.280000001,0,0.02,0.200000003,100,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1519,2003-2004,108,2,3,NEW YOR,"KING, PETER T.",1,1,2,1,0.5,2,NY,33,2,1,11,0,1,4/5/1944,58,0.539896369,35628,0.524073899,0.913257301,0.884503305,0.312500954,0.995932341,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1520,2003-2004,108,2,5,IOWA,"KING, STEVE",0,3,3,0,0,2,IA,16,4,1,1,0,1,5/28/1949,53,0.410732716,20356,0.517522454,0.954491913,0.836203098,0.160608232,0.493872732,0.375,0.319999993,0.179487184,0.522727251,0.652173936,0.519999981,0.230000004,0,0.059999999,0.180000007,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1521,2003-2004,108,2,1,GEORGIA,"KINGSTON, JOHN (JACK)",2,2,4,1,0.5,1,GA,11,5,1,11,0,1,4/24/1955,47,0.355846763,21173,0.505636156,0.727650285,0.772274315,0.179146096,0.578875422,0.346153855,0.447272718,0.252427191,0.627027035,0.631578922,0.689999998,0.079999998,0.02,0.050000001,0.159999996,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1522,2003-2004,108,2,10,ILLINOI,"KIRK, MARK",0,0,0,0,0,1,IL,14,3,1,3,0,1,9/15/1959,43,0.519959033,32155,0.51195085,0.810953677,0.88685149,0.474987268,0.995686948,0.445736438,0.427884609,0.200787395,0.661596954,0.678571403,0.460000008,0.289999992,0,0.059999999,0.189999998,38,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1523,2003-2004,108,1,4,WISCONS,"KLECZKA, GERALD",0,0,0,0,0,2,WI,50,3,0,20,0,1,11/26/1943,59,0.684000015,21506,0.533524394,0.550145984,0.757990777,0.178033471,1,0.379061371,0.275423735,0.159695819,0.475177318,0.709219873,0.5,0.280000001,0,0.02,0.200000003,88,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1524,2003-2004,108,2,2,MINNESO,"KLINE, JOHN",1,1,2,1,0.5,1,MN,24,4,1,1,0,1,9/6/1947,55,0.466876984,30464,0.506409168,0.931964159,0.916075647,0.312040687,0.800595641,0.360544205,0.300813019,0.184668988,0.524590135,0.608974338,0.50999999,0.25,0.01,0.029999999,0.200000003,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1525,2003-2004,108,2,9,MICHIGA,"KNOLLENBERG, JOSEPH",0,2,2,0,0,2,MI,23,3,1,11,0,1,11/28/1933,69,0.480651736,35834,0.519267917,0.830424845,0.901062787,0.43506813,0.99261117,0.388261855,0.336182326,0.233830839,0.648351669,0.615686297,0.529999971,0.230000004,0.01,0.059999999,0.189999998,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1526,2003-2004,108,2,8,ARIZONA,"KOLBE, JIM",0,0,0,0,0,1,AZ,3,8,1,19,0,1,6/28/1942,60,0.480125517,22220,0.517200947,0.835315049,0.885374367,0.306371599,0.873060465,0.511415541,0.231884062,0.276785702,0.686956525,0.663999975,0.360000014,0.289999992,0.059999999,0.059999999,0.219999999,50,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1527,2003-2004,108,1,10,OHIO,"KUCINICH, DENNIS J.",1,0,1,1,1,2,OH,36,3,0,7,0,1,10/8/1946,56,0.558947384,26126,0.530327439,0.89421761,0.826765895,0.232532725,0.994253576,0.380597025,0.365079373,0.195744678,0.54411763,0.590062141,0.540000021,0.189999998,0.01,0.059999999,0.200000003,74,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1528,2003-2004,108,2,18,ILLINOI,"LAHOOD, RAY",2,2,4,1,0.5,2,IL,14,3,1,9,0,1,12/6/1945,57,0.446153849,22660,0.520637155,0.908825159,0.845407069,0.206528768,0.67953217,0.445736438,0.427884609,0.200787395,0.661596954,0.678571403,0.460000008,0.289999992,0,0.059999999,0.189999998,12,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1529,2003-2004,108,1,9,TEXAS,"LAMPSON, NICHOLAS U.",2,0,2,1,1,2,TX,44,7,0,7,0,1,2/14/1945,57,0.446999997,25063,0.507076502,0.676835537,0.80888617,0.208874181,0.997935772,0.365517229,0.325174838,0.254992306,0.585333347,0.565217376,0.519999981,0.280000001,0.01,0.029999999,0.150000006,100,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1530,2003-2004,108,1,2,RHODE I,"LANGEVIN, JAMES R.",0,0,0,0,0,2,RI,40,1,0,3,0,1,4/22/1964,38,0.643010736,24603,0.528126538,0.843222082,0.796481371,0.251595765,0.863375485,NA,NA,NA,NA,NA,0.239999995,0.50999999,0.02,0.039999999,0.189999998,75,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1531,2003-2004,108,1,12,CALIFOR,"LANTOS, TOM",2,0,2,1,1,4,CA,5,9,0,23,0,1,2/1/1928,74,0.700209618,35344,0.519318938,0.55320251,0.873207152,0.406592399,0.999168515,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,88,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1532,2003-2004,108,1,2,WASHING,"LARSEN, RICK",0,2,2,0,0,1,WA,48,9,0,3,0,1,6/15/1965,37,0.507987201,24242,0.506468594,0.878720701,0.872793198,0.224024296,0.693667352,0.591397822,0.269230783,0.205555558,0.529100537,0.707964599,0.389999986,0.200000003,0.039999999,0.050000001,0.310000002,100,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1533,2003-2004,108,1,1,CONNECT,"LARSON, JOHN B.",2,1,3,1,0.666666687,2,CT,7,1,0,5,0,1,7/12/1948,54,0.650210083,30120,0.535455287,0.749880672,0.821574092,0.282325596,0.934158862,NA,NA,NA,NA,NA,0.419999987,0.319999993,0.02,0.059999999,0.180000007,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1534,2003-2004,108,2,4,IOWA,"LATHAM, TOM",2,1,3,1,0.666666687,1,IA,16,4,1,9,0,1,7/14/1948,54,0.495867759,20542,0.51304239,0.95753324,0.867094576,0.204347447,0.50512296,0.375,0.319999993,0.179487184,0.522727251,0.652173936,0.519999981,0.230000004,0,0.059999999,0.180000007,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1535,2003-2004,108,2,14,OHIO,"LATOURETTE, STEVEN C.",3,1,4,1,0.75,1,OH,36,3,1,9,0,1,7/22/1954,48,0.458333343,27376,0.52123481,0.948352098,0.871642888,0.270828456,0.741075575,0.380597025,0.365079373,0.195744678,0.54411763,0.590062141,0.540000021,0.189999998,0.01,0.059999999,0.200000003,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1536,2003-2004,108,2,2,IOWA,"LEACH, JAMES",1,1,2,1,0.5,1,IA,16,4,1,27,0,1,10/15/1942,60,0.555439353,21721,0.514809191,0.938187838,0.874872506,0.2503829,0.660078526,0.375,0.319999993,0.179487184,0.522727251,0.652173936,0.519999981,0.230000004,0,0.059999999,0.180000007,62,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1537,2003-2004,108,1,9,CALIFOR,"LEE, BARBARA",0,2,2,0,0,1,CA,5,9,0,5,1,0,7/16/1946,56,0.854189336,26964,0.524598479,0.420397371,0.796372116,0.373973459,0.998969376,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1538,2003-2004,108,1,18,TEXAS,"LEE, SHEILA JACKSON",1,1,2,1,0.5,1,TX,44,7,0,9,1,0,1/12/1950,53,0.745000005,20588,0.507119954,0.368707776,0.655720353,0.182094321,0.998548627,0.365517229,0.325174838,0.254992306,0.585333347,0.565217376,0.519999981,0.280000001,0.01,0.029999999,0.150000006,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1539,2003-2004,108,1,12,MICHIGA,"LEVIN, SANDER M.",2,2,4,1,0.5,4,MI,23,3,0,21,0,1,9/6/1931,71,0.622063339,28672,0.528889298,0.824438274,0.81440109,0.195399076,1,0.388261855,0.336182326,0.233830839,0.648351669,0.615686297,0.529999971,0.230000004,0.01,0.059999999,0.189999998,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1540,2003-2004,108,2,41,CALIFOR,"LEWIS, JERRY",2,5,7,1,0.285714298,1,CA,5,9,1,25,0,1,10/21/1934,68,0.421971262,22340,0.513519585,0.736016929,0.801682711,0.18105562,0.893764198,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,12,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1541,2003-2004,108,1,5,GEORGIA,"LEWIS, JOHN",0,1,1,0,0,1,GA,11,5,0,17,0,0,2/21/1940,62,0.710365832,25088,0.511128604,0.372323722,0.807947576,0.37302658,0.995446444,0.346153855,0.447272718,0.252427191,0.627027035,0.631578922,0.689999998,0.079999998,0.02,0.050000001,0.159999996,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1542,2003-2004,108,2,2,KENTUCK,"LEWIS, RON",1,1,2,1,0.5,1,KY,18,6,1,9,0,1,9/14/1946,56,0.371690422,20667,0.514833808,0.915723562,0.754932642,0.139101043,0.472154677,0.200000003,NA,0,0.8125,0.600000024,0.610000014,0.140000001,0.01,0.050000001,0.189999998,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1543,2003-2004,108,2,7,GEORGIA,"LINDER, JOHN",1,1,2,1,0.5,1,GA,11,5,1,11,0,1,9/9/1942,60,0.279669762,31162,0.506868422,0.849981964,0.868430436,0.318651736,0.858944416,0.346153855,0.447272718,0.252427191,0.627027035,0.631578922,0.689999998,0.079999998,0.02,0.050000001,0.159999996,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1544,2003-2004,108,1,3,ILLINOI,"LIPINSKI, WILLIAM O.",1,1,2,1,0.5,2,IL,14,3,0,21,0,1,12/22/1937,65,0.589979529,27343,0.524693787,0.777339995,0.772744238,0.204571038,0.999918878,0.445736438,0.427884609,0.200787395,0.661596954,0.678571403,0.460000008,0.289999992,0,0.059999999,0.189999998,12,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1545,2003-2004,108,2,2,NEW JER,"LOBIONDO, FRANK",2,0,2,1,1,2,NJ,31,2,1,9,0,1,5/12/1946,56,0.559917331,25168,0.518888056,0.755326986,0.776373625,0.179093808,0.790171206,0.555555582,0.377192974,0.164750963,0.572992682,0.70714283,0.310000002,0.370000005,0.02,0.090000004,0.200000003,25,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1546,2003-2004,108,1,16,CALIFOR,"LOFGREN, ZOE",1,1,2,1,0.5,0,CA,5,9,0,9,1,1,12/21/1947,55,0.657407403,29596,0.491538733,0.455113024,0.738115549,0.269319087,0.986735225,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,88,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1547,2003-2004,108,1,18,NEW YOR,"LOWEY, NITA M.",2,1,3,1,0.666666687,4,NY,33,2,0,15,1,1,7/5/1937,65,0.601449251,36252,0.532067895,0.748005152,0.843286932,0.438325346,0.992929518,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1548,2003-2004,108,2,3,OKLAHOM,"LUCAS, FRANK D.",2,1,3,1,0.666666687,1,OK,37,7,1,9,0,1,1/6/1960,43,0.341759354,18221,0.507806718,0.829241991,0.80515331,0.180514202,0.506646454,0.285714298,0,0.142857149,0.571428597,0.714285731,0.709999979,0.07,0,0.029999999,0.189999998,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1549,2003-2004,108,1,4,KENTUCK,"LUCAS, KENNETH R.",2,3,5,1,0.400000006,1,KY,18,6,0,5,0,1,8/22/1933,69,0.378073782,23182,0.514846921,0.956579328,0.77402389,0.174681827,0.597242653,0.200000003,NA,0,0.8125,0.600000024,0.610000014,0.140000001,0.01,0.050000001,0.189999998,25,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1550,2003-2004,108,1,9,MASSACH,"LYNCH, STEPHEN F.",1,0,1,1,1,2,MA,22,1,0,1,0,1,3/31/1955,47,0.641245961,30833,0.530566037,0.81375289,0.869243979,0.337724775,0.983798921,0.588785052,0.406779647,0.170731708,0.671111107,0.765957475,0.239999995,0.439999998,0.01,0.079999998,0.230000004,88,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1551,2003-2004,108,1,4,GEORGIA,"MAJETTE, DENISE L.",0,2,2,0,0,1,GA,11,5,0,1,1,0,5/18/1955,47,0.70714283,26420,0.524063289,0.358676672,0.854045331,0.358960748,0.995756447,0.346153855,0.447272718,0.252427191,0.627027035,0.631578922,0.689999998,0.079999998,0.02,0.050000001,0.159999996,88,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1552,2003-2004,108,1,14,NEW YOR,"MALONEY, CAROLYN B.",2,0,2,1,1,1,NY,33,2,0,11,0,1,2/19/1948,54,0.750537634,40542,0.536370516,0.732679069,0.865942299,0.569140136,1,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1553,2003-2004,108,2,16,ILLINOI,"MANZULLO, DONALD",2,1,3,1,0.666666687,1,IL,14,3,1,11,0,1,3/24/1944,58,0.443756461,26102,0.514165938,0.888156533,0.842474997,0.211037442,0.783627927,0.445736438,0.427884609,0.200787395,0.661596954,0.678571403,0.460000008,0.289999992,0,0.059999999,0.189999998,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1554,2003-2004,108,1,7,MASSACH,"MARKEY, EDWARD J.",0,0,0,0,0,2,MA,22,1,0,27,0,1,7/11/1946,56,0.688241661,31541,0.533069849,0.860411286,0.875391364,0.394749552,0.995154381,0.588785052,0.406779647,0.170731708,0.671111107,0.765957475,0.239999995,0.439999998,0.01,0.079999998,0.230000004,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1555,2003-2004,108,1,3,GEORGIA,"MARSHALL, JIM",1,1,2,1,0.5,2,GA,11,5,0,1,0,1,3/31/1948,54,0.476767689,20215,0.517793596,0.570482552,0.706453085,0.12825653,0.487623811,0.346153855,0.447272718,0.252427191,0.627027035,0.631578922,0.689999998,0.079999998,0.02,0.050000001,0.159999996,50,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1556,2003-2004,108,1,2,UTAH,"MATHESON, JIM",0,1,1,0,0,3,UT,45,8,0,3,0,1,3/21/1960,42,0.314549178,21581,0.507125735,0.907709002,0.894144356,0.309241235,0.848710239,0.456521749,0.5,0.151162788,0.380434781,0.733333349,0.119999997,0.059999999,0.569999993,0.039999999,0.209999993,100,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1557,2003-2004,108,1,5,CALIFOR,"MATSUI, ROBERT TAKEO",0,1,1,0,0,1,CA,5,9,0,25,0,0,9/17/1941,61,0.633017898,22823,0.525788307,0.50782907,0.777552843,0.214218616,0.997245014,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1558,2003-2004,108,1,4,NEW YOR,"MCCARTHY, CAROLYN",0,1,1,0,0,2,NY,33,2,0,7,1,1,1/5/1944,59,0.611570239,31413,0.533002079,0.688379705,0.833357036,0.309814453,1,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1559,2003-2004,108,1,5,MISSOUR,"MCCARTHY, KAREN",0,0,0,0,0,2,MO,26,4,0,9,1,1,3/19/1947,55,0.620123208,23934,0.530623794,0.687980294,0.828206956,0.228828698,0.961431742,0.436241597,0.267175585,0.234482765,0.609271526,0.646341443,0.560000002,0.189999998,0.02,0.02,0.209999993,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1560,2003-2004,108,1,4,MINNESO,"MCCOLLUM, BETTY",1,1,2,1,0.5,2,MN,24,4,0,3,1,1,7/12/1954,48,0.603411496,26600,0.529719532,0.799019694,0.881455004,0.330475956,0.998755932,0.360544205,0.300813019,0.184668988,0.524590135,0.608974338,0.50999999,0.25,0.01,0.029999999,0.200000003,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1561,2003-2004,108,2,4,LOUISIA,"MCCRERY, JAMES O.",0,2,2,0,0,1,LA,19,7,1,16,0,1,9/18/1949,53,0.440122813,19882,0.525634527,0.629991233,0.765140533,0.166652873,0.592692912,0.18699187,0.397260278,0.50515461,0.724409461,0.493670881,0.519999981,0.280000001,0,0.029999999,0.150000006,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1562,2003-2004,108,1,7,WASHING,"MCDERMOTT, JIM",1,1,2,1,0.5,1,WA,48,9,0,15,0,1,12/28/1936,66,0.776216209,26914,0.502958357,0.692404449,0.885109067,0.441185832,0.98454541,0.591397822,0.269230783,0.205555558,0.529100537,0.707964599,0.389999986,0.200000003,0.039999999,0.050000001,0.310000002,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1563,2003-2004,108,1,3,MASSACH,"MCGOVERN, JAMES P.",0,1,1,0,0,2,MA,22,1,0,7,0,1,11/20/1959,43,0.628755391,28776,0.524251997,0.888938069,0.824484289,0.308010191,0.933753729,0.588785052,0.406779647,0.170731708,0.671111107,0.765957475,0.239999995,0.439999998,0.01,0.079999998,0.230000004,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1564,2003-2004,108,2,23,NEW YOR,"MCHUGH, JOHN M.",0,0,0,0,0,2,NY,33,2,1,11,0,1,9/29/1948,54,0.492163002,20069,0.494303882,0.937730074,0.795753717,0.159531191,0.34747088,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,38,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1565,2003-2004,108,2,3,COLORAD,"MCINNIS, SCOTT",2,1,3,1,0.666666687,2,CO,6,8,1,11,0,1,4/4/1953,49,0.421621621,19944,0.505133092,0.862128854,0.838026464,0.237607807,0.610370457,0.584795296,0.3125,0.201183438,0.519999981,0.670000017,0.419999987,0.230000004,0.029999999,0.050000001,0.270000011,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1566,2003-2004,108,1,7,NORTH C,"MCINTYRE, MIKE",0,2,2,0,0,1,NC,34,5,0,7,0,1,8/6/1956,46,0.480362535,20382,0.520779252,0.644260943,0.756490886,0.17803587,0.450764447,0.270491809,0.445945948,0.20408164,0.75,0.662500024,0.689999998,0.100000001,0.01,0.050000001,0.150000006,38,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1567,2003-2004,108,2,25,CALIFOR,"MCKEON, HOWARD P. (BUCK)",3,3,6,1,0.5,3,CA,5,9,1,11,0,1,9/9/1938,64,0.430184811,27320,0.503109694,0.684894979,0.808155656,0.187588334,0.882212341,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1568,2003-2004,108,1,21,NEW YOR,"MCNULTY, MICHAEL R.",4,0,4,1,1,2,NY,33,2,0,15,0,1,9/16/1947,55,0.589041114,24269,0.528621972,0.870508313,0.840765059,0.26955685,0.84331435,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,75,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1569,2003-2004,108,1,5,MASSACH,"MEEHAN, MARTIN T.",0,1,1,0,0,2,MA,22,1,0,11,0,1,12/30/1956,46,0.608836234,30677,0.51981163,0.834598243,0.835594296,0.335888684,0.934593022,0.588785052,0.406779647,0.170731708,0.671111107,0.765957475,0.239999995,0.439999998,0.01,0.079999998,0.230000004,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1570,2003-2004,108,1,17,FLORIDA,"MEEK, KENDRICK B.",1,1,2,1,0.5,1,FL,10,5,0,1,0,0,9/6/1966,36,0.84799999,19103,0.536799908,0.330735326,0.665261447,0.135043964,1,0.392344505,0.393292695,0.274358988,0.61662817,0.595744669,0.479999989,0.25999999,0.01,0.07,0.180000007,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1571,2003-2004,108,1,6,NEW YOR,"MEEKS, GREGORY W.",3,0,3,1,1,1,NY,33,2,0,5,0,0,9/25/1953,49,0.891864061,26100,0.549063623,0.189498067,0.729700089,0.179592684,1,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1572,2003-2004,108,1,13,NEW JER,"MENENDEZ, ROBERT",1,1,2,1,0.5,2,NJ,31,2,0,11,0,0,1/1/1954,49,0.743062675,22850,0.509275019,0.560113788,0.646283388,0.205272794,1,0.555555582,0.377192974,0.164750963,0.572992682,0.70714283,0.310000002,0.370000005,0.02,0.090000004,0.200000003,88,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
