,year,congress,party,district,statenam,name,ngirls,nboys,totchi,anygirls,propgirls,rgroup,statabb,statalph,region,repub,srvlng,female,white,bday,age,demvote,medinc,perf,perw,perhs,percol,perur,alabort,moreserv,moredef,morecrimesp,protgay,dr1per,dr2per,dr3per,dr4per,dr5per,aauw,rtl,nowtot,now1,now2,now3,now4,now5,now6,now7,now8,now9,now10,now11,now12,now13,now14,now15,now16,now17,now18,now19,now20
264,1997-1998,105,1,21,NEW YOR,"MCNULTY, MICHAEL R.",4,0,4,1,1,2,NY,33,2,0,9,0,1,9/16/1947,49,0.569999993,39150,0.532849312,0.912518084,0.793000042,0.242000014,0.849570155,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,50,59,40,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1
265,1997-1998,105,1,5,MASSACH,"MEEHAN, MARTIN T.",0,0,0,0,0,2,MA,22,1,0,5,0,1,12/30/1956,40,0.579999983,49832,0.514003158,0.88945049,0.799000025,0.287999988,0.835314393,0.588785052,0.406779647,0.170731708,0.671111107,0.765957475,0.239999995,0.439999998,0.01,0.079999998,0.230000004,100,5,90,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
266,1997-1998,105,1,17,FLORIDA,"MEEK, CARRIE P.",2,1,3,1,0.666666687,1,FL,10,5,0,5,1,0,4/29/1926,70,0.850000024,24636,0.531887531,0.365518332,0.577000022,0.109999999,1,0.392344505,0.393292695,0.274358988,0.61662817,0.595744669,0.479999989,0.25999999,0.01,0.07,0.180000007,100,5,90,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
267,1997-1998,105,1,13,NEW JER,"MENENDEZ, ROBERT",1,1,2,1,0.5,2,NJ,31,2,0,5,0,0,1/1/1954,43,0.709999979,32311,0.5187518,0.674037635,0.579999983,0.158999994,1,0.555555582,0.377192974,0.164750963,0.572992682,0.70714283,0.310000002,0.370000005,0.02,0.090000004,0.200000003,88,5,70,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1
268,1997-1998,105,2,2,WASHING,"METCALF, JACK",4,0,4,1,1,1,WA,48,9,1,3,0,1,11/30/1927,69,0.469999999,36132,0.505035281,0.936694026,0.833999991,0.177000001,0.585040092,0.591397822,0.269230783,0.205555558,0.529100537,0.707964599,0.389999986,0.200000003,0.039999999,0.050000001,0.310000002,0,90,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
269,1997-1998,105,2,7,FLORIDA,"MICA, JOHN L.",1,1,2,1,0.5,1,FL,10,5,1,5,0,1,1/27/1943,53,0.430000007,35395,0.520075262,0.932377279,0.813000023,0.204999998,0.886878312,0.392344505,0.393292695,0.274358988,0.61662817,0.595744669,0.479999989,0.25999999,0.01,0.07,0.180000007,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,1997-1998,105,1,37,CALIFOR,"MILLENDER-MCDONALD, JUANITA",3,1,4,1,0.75,1,CA,5,9,0,1,1,0,9/7/1938,58,0.810000002,28583,0.511225522,0.261671633,0.547999978,0.092,1,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,100,5,90,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
271,1997-1998,105,2,13,FLORIDA,"MILLER, DAN",1,1,2,1,0.5,1,FL,10,5,1,5,0,1,5/30/1942,54,0.430000007,32512,0.537701607,0.927634299,0.778000057,0.185000002,0.892101228,0.392344505,0.393292695,0.274358988,0.61662817,0.595744669,0.479999989,0.25999999,0.01,0.07,0.180000007,13,70,30,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0
272,1997-1998,105,1,7,CALIFOR,"MILLER, GEORGE",0,2,2,0,0,2,CA,5,9,0,23,0,1,5/17/1945,51,0.649999976,43274,0.516536772,0.626501262,0.819999993,0.232000008,0.996935964,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,100,0,90,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
273,1997-1998,105,1,2,MINNESO,"MINGE, DAVID",0,2,2,0,0,1,MN,24,4,0,5,0,1,3/19/1942,54,0.449999988,32084,0.513898253,0.984867096,0.758000016,0.135000005,0.423507959,0.360544205,0.300813019,0.184668988,0.524590135,0.608974338,0.50999999,0.25,0.01,0.029999999,0.200000003,88,35,65,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
274,1997-1998,105,1,2,HAWAII,"MINK, PATSY T.",1,0,1,1,1,1,HI,12,9,0,17,1,0,12/6/1927,69,0.569999993,40385,0.485961288,0.376076967,0.786000013,0.187999994,0.781137347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,10,90,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
275,1997-1998,105,1,9,MASSACH,"MOAKLEY, JOHN",0,0,0,0,0,2,MA,22,1,0,25,0,1,4/27/1927,69,0.620000005,46736,0.531727433,0.871474564,0.815999985,0.277999997,0.979113281,0.588785052,0.406779647,0.170731708,0.671111107,0.765957475,0.239999995,0.439999998,0.01,0.079999998,0.230000004,75,67,45,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1
276,1997-1998,105,2,13,NEW YOR,"MOLINARI, SUSAN",1,0,1,1,1,2,NY,33,2,1,8,0,1,3/27/1958,38,0.50999999,46598,0.532109499,0.86660856,0.741999984,0.192999989,0.998593926,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
277,1997-1998,105,1,1,WEST VI,"MOLLOHAN, ALAN B.",1,4,5,1,0.200000003,1,WV,49,5,0,15,0,1,5/14/1943,53,0.49000001,27220,0.530204654,0.976084173,0.708999991,0.136999995,0.448802441,0.394366205,0.196078435,0.265625,0.75,0.645833313,0.670000017,0.079999998,0,0.039999999,0.189999998,50,100,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
278,1997-1998,105,1,8,VIRGINI,"MORAN, JAMES P., JR.",2,3,5,1,0.400000006,2,VA,47,5,0,7,0,1,5/16/1945,51,0.550000012,58582,0.510273755,0.759680271,0.885999978,0.479999989,0.99782747,0.467411548,0.33634311,0.28744939,0.542649746,0.604240298,0.610000014,0.140000001,0.01,0.059999999,0.170000002,75,21,85,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
279,1997-1998,105,2,1,KANSAS,"MORAN, JERRY",2,0,2,1,1,1,KS,17,4,1,1,0,1,5/29/1954,42,0.280000001,28624,0.51884681,0.94228816,0.779000044,0.151999995,0.486650944,0.453608245,0.189873412,0.188888893,0.683168292,0.392405063,0.5,0.200000003,0.02,0.079999998,0.200000003,25,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
280,1997-1998,105,2,8,MARYLAN,"MORELLA, CONSTANCE A.",1,2,3,1,0.333333343,2,MD,21,5,1,11,1,1,2/12/1931,65,0.569999993,64199,0.525348485,0.814797819,0.913000047,0.510999978,0.943177164,0.559139788,0.40397352,0.17159763,0.628272235,0.742574275,0.5,0.219999999,0.029999999,0.07,0.180000007,100,5,95,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
281,1997-1998,105,1,12,PENNSYL,"MURTHA, JOHN P.",1,2,3,1,0.333333343,2,PA,39,2,0,24,0,1,1/17/1932,65,0.460000008,26703,0.529529989,0.982739329,0.715999961,0.108000003,0.300247073,0.423664123,0.419689119,0.172131151,0.475655437,0.673076928,0.479999989,0.270000011,0.01,0.059999999,0.180000007,63,95,50,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
282,1997-1998,105,2,9,NORTH C,"MYRICK, SUE",3,2,5,1,0.600000024,1,NC,34,5,1,3,1,1,8/1/1941,55,0.379999995,41441,0.523981512,0.891447484,0.785000026,0.261999995,0.756670594,0.270491809,0.445945948,0.20408164,0.75,0.662500024,0.689999998,0.100000001,0.01,0.050000001,0.150000006,13,100,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
283,1997-1998,105,1,8,NEW YOR,"NADLER, JERROLD",0,1,1,0,0,4,NY,33,2,0,5,0,1,6/13/1947,49,0.769999981,39777,0.516364515,0.803593457,0.786000013,0.420999974,1,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,88,0,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
284,1997-1998,105,1,2,MASSACH,"NEAL, RICHARD E.",1,3,4,1,0.25,2,MA,22,1,0,9,0,1,2/14/1949,47,0.610000014,39812,0.535378218,0.891613543,0.746999979,0.187999994,0.789296806,0.588785052,0.406779647,0.170731708,0.671111107,0.765957475,0.239999995,0.439999998,0.01,0.079999998,0.230000004,75,55,80,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
285,1997-1998,105,2,5,WASHING,"NETHERCUTT, GEORGE R.",1,1,2,1,0.5,1,WA,48,9,1,3,0,1,10/7/1944,52,0.439999998,31003,0.516312361,0.932075083,0.829999983,0.202999994,0.712727308,0.591397822,0.269230783,0.205555558,0.529100537,0.707964599,0.389999986,0.200000003,0.039999999,0.050000001,0.310000002,0,100,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
286,1997-1998,105,2,1,WISCONS,"NEUMANN, MARK W.",1,2,3,1,0.333333343,1,WI,50,3,1,3,0,1,2/27/1954,42,0.5,36634,0.520648718,0.920337439,0.770999968,0.148000002,0.714153767,0.379061371,0.275423735,0.159695819,0.475177318,0.709219873,0.5,0.280000001,0,0.02,0.200000003,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,1997-1998,105,2,18,OHIO,"NEY, ROBERT WILLIAM (BOB)",1,1,2,1,0.5,2,OH,36,3,1,3,0,1,7/5/1954,42,0.469999999,27586,0.531880796,0.971311986,0.713999987,0.085000001,0.401170075,0.380597025,0.365079373,0.195744678,0.54411763,0.590062141,0.540000021,0.189999998,0.01,0.059999999,0.200000003,25,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
288,1997-1998,105,2,3,KENTUCK,"NORTHUP, ANNE MEAGHER",2,4,6,1,0.333333343,2,KY,18,6,1,1,0,1,1/22/1948,48,0.529999971,32863,0.543078542,0.806099355,0.740999997,0.197000012,0.981558084,0.200000003,NA,0,0.8125,0.600000024,0.610000014,0.140000001,0.01,0.050000001,0.189999998,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,1997-1998,105,2,10,GEORGIA,"NORWOOD, CHARLES",0,2,2,0,0,1,GA,11,5,1,3,0,1,7/27/1941,55,0.479999989,32582,0.519421577,0.803085983,0.676999986,0.17899999,0.472897559,0.346153855,0.447272718,0.252427191,0.627027035,0.631578922,0.689999998,0.079999998,0.02,0.050000001,0.159999996,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,1997-1998,105,2,2,IOWA,"NUSSLE, JIM",1,1,2,1,0.5,1,IA,16,4,1,7,0,1,6/27/1960,36,0.529999971,30470,0.521052361,0.973391235,0.779000044,0.137999997,0.510991991,0.375,0.319999993,0.179487184,0.522727251,0.652173936,0.519999981,0.230000004,0,0.059999999,0.180000007,13,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
291,1997-1998,105,1,8,MINNESO,"OBERSTAR, JAMES L.",4,2,6,1,0.666666687,2,MN,24,4,0,23,0,1,9/10/1934,62,0.529999971,30259,0.511523545,0.969377577,0.773999989,0.138999999,0.395436347,0.360544205,0.300813019,0.184668988,0.524590135,0.608974338,0.50999999,0.25,0.01,0.029999999,0.200000003,63,94,55,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1
292,1997-1998,105,1,7,WISCONS,"OBEY, DAVID R.",0,2,2,0,0,2,WI,50,3,0,29,0,1,10/3/1938,58,0.49000001,30490,0.513531268,0.972257257,0.755999982,0.131999999,0.412268698,0.379061371,0.275423735,0.159695819,0.475177318,0.709219873,0.5,0.280000001,0,0.02,0.200000003,88,44,70,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1
293,1997-1998,105,1,1,MASSACH,"OLVER, JOHN W.",1,0,1,1,1,0,MA,22,1,0,7,0,1,9/3/1936,60,0.610000014,38762,0.526207626,0.937060356,0.779999971,0.214000002,0.637285113,0.588785052,0.406779647,0.170731708,0.671111107,0.765957475,0.239999995,0.439999998,0.01,0.079999998,0.230000004,100,5,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
294,1997-1998,105,1,27,TEXAS,"ORTIZ, SOLOMON",1,1,2,1,0.5,1,TX,44,7,0,15,0,0,6/3/1938,58,0.569999993,24016,0.527418256,0.787215829,0.605000019,0.148000002,0.861842692,0.365517229,0.325174838,0.254992306,0.585333347,0.565217376,0.519999981,0.280000001,0.01,0.029999999,0.150000006,63,94,35,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
295,1997-1998,105,1,11,NEW YOR,"OWENS, MAJOR ROBERT ODELL",1,4,5,1,0.200000003,1,NY,33,2,0,15,0,0,6/28/1936,60,0.899999976,29141,0.566469848,0.186596751,0.670000017,0.174999997,1,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,100,5,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
296,1997-1998,105,2,4,OHIO,"OXLEY, MICHAEL G.",0,1,1,0,0,1,OH,36,3,1,17,0,1,2/11/1944,52,0.370000005,32105,0.518388271,0.944316089,0.753000021,0.113000005,0.543878913,0.380597025,0.365079373,0.195744678,0.54411763,0.590062141,0.540000021,0.189999998,0.01,0.059999999,0.200000003,0,100,15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
297,1997-1998,105,2,48,CALIFOR,"PACKARD, RONALD C.",4,3,7,1,0.571428597,3,CA,5,9,1,15,0,1,1/19/1931,65,0.340000004,46683,0.483465046,0.832554877,0.863000035,0.27700001,0.891776979,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,1997-1998,105,1,6,NEW JER,"PALLONE, FRANK, JR.",1,1,2,1,0.5,2,NJ,31,2,0,9,0,1,10/30/1951,45,0.540000021,49729,0.52176404,0.818176031,0.795000017,0.248999998,0.996806443,0.555555582,0.377192974,0.164750963,0.572992682,0.70714283,0.310000002,0.370000005,0.02,0.090000004,0.200000003,100,5,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
299,1997-1998,105,2,12,NEW JER,"PAPPAS, MICHAEL",NA,NA,NA,NA,NA,1,NJ,31,2,1,1,0,1,12/29/1960,36,0.479999989,62034,0.51516372,0.896074891,0.875,0.397000015,0.659013152,0.555555582,0.377192974,0.164750963,0.572992682,0.70714283,0.310000002,0.370000005,0.02,0.090000004,0.200000003,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,1997-1998,105,2,4,MISSISS,"PARKER, MIKE",1,2,3,1,0.333333343,1,MS,25,6,1,9,0,1,10/31/1949,47,0.460000008,24491,0.542062223,0.587670028,0.676999986,0.181000009,0.526759624,NA,NA,NA,NA,NA,0.800000012,0.050000001,0.01,0.02,0.119999997,0,89,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
301,1997-1998,105,1,8,NEW JER,"PASCRELL, WILLIAM J.",0,3,3,0,0,2,NJ,31,2,0,1,0,1,1/27/1937,59,0.579999983,46731,0.533258796,0.747309685,0.724000037,0.245000005,1,0.555555582,0.377192974,0.164750963,0.572992682,0.70714283,0.310000002,0.370000005,0.02,0.090000004,0.200000003,88,40,70,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
302,1997-1998,105,1,2,ARIZONA,"PASTOR, ED",2,0,2,1,1,2,AZ,3,8,0,5,0,1,6/28/1943,53,0.629999995,22650,0.500235319,0.600986123,0.590999961,0.092,0.902105331,0.511415541,0.231884062,0.276785702,0.686956525,0.663999975,0.360000014,0.289999992,0.059999999,0.059999999,0.219999999,100,5,85,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
303,1997-1998,105,2,14,TEXAS,"PAUL, RON E.",3,2,5,1,0.600000024,1,TX,44,7,1,1,0,1,8/20/1935,61,0.419999987,29173,0.524186552,0.777401626,0.661000013,0.137999997,0.487078279,0.365517229,0.325174838,0.254992306,0.585333347,0.565217376,0.519999981,0.280000001,0.01,0.029999999,0.150000006,13,95,25,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
304,1997-1998,105,2,27,NEW YOR,"PAXON, L. WILLIAM",1,0,1,1,1,2,NY,33,2,1,9,0,1,4/29/1954,42,0.430000007,40025,0.517439902,0.95535183,0.803000033,0.219999999,0.445279211,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,1997-1998,105,1,10,NEW JER,"PAYNE, DONALD M.",2,1,3,1,0.666666687,1,NJ,31,2,0,9,0,0,7/16/1934,62,0.819999993,34679,0.543675005,0.326416433,0.656999946,0.145999998,0.998731971,0.555555582,0.377192974,0.164750963,0.572992682,0.70714283,0.310000002,0.370000005,0.02,0.090000004,0.200000003,100,6,90,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
306,1997-1998,105,2,7,INDIANA,"PEASE, EDWARD A.",0,0,0,0,0,1,IN,15,3,1,1,0,1,5/22/1951,45,0.349999994,33877,0.510925353,0.962863624,0.788000047,0.173999995,0.519784808,0.243401766,0.264084518,0.252365917,0.538461566,0.525714278,0.550000012,0.200000003,0.01,0.050000001,0.189999998,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,1997-1998,105,1,8,CALIFOR,"PELOSI, NANCY",4,1,5,1,0.800000012,2,CA,5,9,0,11,1,1,3/26/1940,56,0.660000026,36960,0.493193537,0.519912004,0.763000011,0.338,0.999904037,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,100,5,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
308,1997-1998,105,1,7,MINNESO,"PETERSON, COLLIN C.",0,3,3,0,0,1,MN,24,4,0,7,0,1,6/29/1944,52,0.449999988,28104,0.512992322,0.967986107,0.743000031,0.143999994,0.377230793,0.360544205,0.300813019,0.184668988,0.524590135,0.608974338,0.50999999,0.25,0.01,0.029999999,0.200000003,63,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
309,1997-1998,105,2,5,PENNSYL,"PETERSON, JOHN E.",0,1,1,0,0,1,PA,39,2,1,1,0,1,12/25/1938,58,0.400000006,28872,0.511190951,0.977632165,0.756999969,0.152999997,0.339916199,0.423664123,0.419689119,0.172131151,0.475655437,0.673076928,0.479999989,0.270000011,0.01,0.059999999,0.180000007,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,1997-1998,105,2,6,WISCONS,"PETRI, THOMAS EVERT",1,0,1,1,1,1,WI,50,3,1,19,0,1,5/28/1940,56,0.449999988,33268,0.513445318,0.981438518,0.763999999,0.130999997,0.528547645,0.379061371,0.275423735,0.159695819,0.475177318,0.709219873,0.5,0.280000001,0,0.02,0.200000003,13,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,1997-1998,105,2,3,MISSISS,"PICKERING, CHARLES W., JR.",0,4,4,0,0,1,MS,25,6,1,1,0,1,8/10/1963,33,0.360000014,26396,0.532236874,0.669717908,0.666000009,0.160999998,0.393267006,NA,NA,NA,NA,NA,0.800000012,0.050000001,0.01,0.02,0.119999997,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,1997-1998,105,1,2,VIRGINI,"PICKETT, OWEN B.",3,0,3,1,1,1,VA,47,5,0,11,0,1,8/31/1930,66,0.439999998,36172,0.468605608,0.781256914,0.853000045,0.236000001,0.994623661,0.467411548,0.33634311,0.28744939,0.542649746,0.604240298,0.610000014,0.140000001,0.01,0.059999999,0.170000002,100,10,60,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1
313,1997-1998,105,2,16,PENNSYL,"PITTS, JOSEPH R.",2,1,3,1,0.666666687,1,PA,39,2,1,1,0,1,10/10/1939,57,0.370000005,42932,0.520161808,0.914439738,0.763999999,0.242999986,0.561752081,0.423664123,0.419689119,0.172131151,0.475655437,0.673076928,0.479999989,0.270000011,0.01,0.059999999,0.180000007,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,1997-1998,105,2,11,CALIFOR,"POMBO, RICHARD W.",2,1,3,1,0.666666687,2,CA,5,9,1,5,0,1,1/8/1961,36,0.460000008,35700,0.503396571,0.748683035,0.714999974,0.147,0.849704087,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,1997-1998,105,1,1,NORTH D,"POMEROY, EARL R.",1,1,2,1,0.5,1,ND,35,4,0,5,0,1,9/2/1952,44,0.400000006,28707,0.507670224,0.94574517,0.76699996,0.181000009,0.533015013,NA,NA,NA,NA,NA,0.550000012,0.300000012,0.02,0.029999999,0.090000004,88,35,70,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
316,1997-1998,105,2,10,ILLINOI,"PORTER, JOHN EDWARD",3,2,5,1,0.600000024,1,IL,14,3,1,18,0,1,6/1/1935,61,0.5,58407,0.505795538,0.864967704,0.875999987,0.404000014,0.993986309,0.445736438,0.427884609,0.200787395,0.661596954,0.678571403,0.460000008,0.289999992,0,0.059999999,0.189999998,25,28,30,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
317,1997-1998,105,2,2,OHIO,"PORTMAN, ROBERT J.",1,2,3,1,0.333333343,1,OH,36,3,1,5,0,1,12/19/1955,41,0.340000004,40261,0.523244083,0.966745615,0.768999994,0.237000003,0.707669616,0.380597025,0.365079373,0.195744678,0.54411763,0.590062141,0.540000021,0.189999998,0.01,0.059999999,0.200000003,0,100,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
318,1997-1998,105,1,19,ILLINOI,"POSHARD, GLENN",1,1,2,1,0.5,1,IL,14,3,0,9,0,1,10/30/1945,51,0.469999999,28741,0.531224012,0.95541966,0.706999958,0.111000001,0.492157906,0.445736438,0.427884609,0.200787395,0.661596954,0.678571403,0.460000008,0.289999992,0,0.059999999,0.189999998,63,95,65,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1
319,1997-1998,105,1,4,NORTH C,"PRICE, DAVID E.",1,1,2,1,0.5,1,NC,34,5,0,11,0,1,8/17/1940,56,0.49000001,42478,0.520052016,0.771851957,0.839999974,0.359000027,0.692219377,0.270491809,0.445945948,0.20408164,0.75,0.662500024,0.689999998,0.100000001,0.01,0.050000001,0.150000006,100,5,75,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1
320,1997-1998,105,2,15,OHIO,"PRYCE, DEBORAH",1,1,2,1,0.5,1,OH,36,3,1,5,1,1,7/29/1951,45,0.439999998,38070,0.508215904,0.923732996,0.810000002,0.270000011,0.903065681,0.380597025,0.365079373,0.195744678,0.54411763,0.590062141,0.540000021,0.189999998,0.01,0.059999999,0.200000003,25,56,35,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0
321,1997-1998,105,2,30,NEW YOR,"QUINN, JACK",1,1,2,1,0.5,2,NY,33,2,1,5,0,1,4/13/1951,45,0.569999993,32576,0.534164369,0.81463182,0.726999998,0.145999998,0.87002033,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,38,90,20,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
322,1997-1998,105,2,19,CALIFOR,"RADANOVICH, GEORGE",0,0,0,0,0,2,CA,5,9,1,3,0,1,6/20/1955,41,0.400000006,33041,0.521858811,0.734915197,0.744000018,0.202000007,0.796603382,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,0,100,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
323,1997-1998,105,1,3,WEST VI,"RAHALL, NICK JOE",2,1,3,1,0.666666687,1,WV,49,5,0,21,0,1,5/20/1949,47,0.579999983,22250,0.535981238,0.9501791,0.597000003,0.101999998,0.256184101,0.394366205,0.196078435,0.265625,0.75,0.645833313,0.670000017,0.079999998,0,0.039999999,0.189999998,63,100,50,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1
324,1997-1998,105,2,3,MINNESO,"RAMSTAD, JIM",0,0,0,0,0,1,MN,24,4,1,7,0,1,5/6/1946,50,0.469999999,49714,0.519220769,0.959618807,0.923000038,0.332000017,0.976408303,0.360544205,0.300813019,0.184668988,0.524590135,0.608974338,0.50999999,0.25,0.01,0.029999999,0.200000003,38,40,35,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
325,1997-1998,105,1,15,NEW YOR,"RANGEL, CHARLES",1,1,2,1,0.5,2,NY,33,2,0,27,0,0,6/11/1930,66,0.910000026,21065,0.541009486,0.275920719,0.569000006,0.175999999,1,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,88,10,90,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
326,1997-1998,105,2,3,NEW MEX,"REDMOND, WILLIAM T.",1,1,2,1,0.5,1,NM,32,8,1,1,0,1,1/28/1955,41,0.519999981,26681,0.5169155,0.654051423,0.736999989,0.197000012,0.59533906,0.438356161,0.439393938,0.09589041,0.200000003,0.5625,0.319999993,0.400000006,0.029999999,0.029999999,0.209999993,14,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
327,1997-1998,105,2,16,OHIO,"REGULA, RALPH S.",1,2,3,1,0.333333343,1,OH,36,3,1,25,0,1,12/3/1924,72,0.430000007,32131,0.529794514,0.94401139,0.74000001,0.136999995,0.633233011,0.380597025,0.365079373,0.195744678,0.54411763,0.590062141,0.540000021,0.189999998,0.01,0.059999999,0.200000003,25,75,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
